effective_date,province,metric_category,metric,vaccine_type,vet_channel,value,unit,source_file,source_org,submitted_date,ingested_date,version,superseded_by,notes
2026-05-28,national,animals_vaccinated,animals_vaccinated_ministerial,all,all,4400000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Floor estimate; just under 4.4 million as at 28 May 2026 per Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_procured,all,all,13500000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Total doses procured since February 2026 per Minister Steenhuisen 1 June 2026
2026-05-28,KZN,animals_vaccinated,animals_vaccinated_ministerial,all,all,1100000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 1.1 million as at 28 May 2026
2026-05-28,FS,animals_vaccinated,animals_vaccinated_ministerial,all,all,600000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 600 000 as at 28 May 2026
2026-05-28,EC,animals_vaccinated,animals_vaccinated_ministerial,all,all,720000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 720 000 as at 28 May 2026. Likely dose-count not unique animals
2026-05-28,MP,animals_vaccinated,animals_vaccinated_ministerial,all,all,430000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 430 000 as at 28 May 2026
2026-05-28,LP,animals_vaccinated,animals_vaccinated_ministerial,all,all,350000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 350 000 as at 28 May 2026. Consistent with LP-LDARD Week 25 figure of 357 045
2026-05-28,GP,animals_vaccinated,animals_vaccinated_ministerial,all,all,270000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 270 000 as at 28 May 2026
2026-05-28,NW,animals_vaccinated,animals_vaccinated_ministerial,all,all,430000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 430 000 as at 28 May 2026 (typo 430 00 in statement). Significantly higher than NW-RPO JIC 331 103 - includes non-RPO private and state channels
2026-05-28,WC,animals_vaccinated,animals_vaccinated_ministerial,all,all,260000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 260 000 as at 28 May 2026
2026-05-28,NC,animals_vaccinated,animals_vaccinated_ministerial,all,all,87000,count,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Ministerial floor; more than 87 000 as at 28 May 2026. Higher than NC JOC 51 227 - may reflect non-state channel vaccination
2026-05-25,national,vaccine_receipt,doses_received,bioaftogen,all,3500000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,3.5 million Biogenesis Bago doses arrived last week per Minister Steenhuisen 1 June 2026. Effective date approximate (week ending 28 May 2026)
2026-06-01,national,vaccine_receipt,doses_allocated,bioaftogen,feedlot,1500000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Biogenesis Bago 3.5M consignment: 1 500 000 doses to Feedlot Industry per Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_allocated,bioaftogen,private,500000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Biogenesis Bago 3.5M consignment: 500 000 doses to Red Meat Producers Organisation per Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_allocated,bioaftogen,dairy,200000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Biogenesis Bago 3.5M consignment: 200 000 doses to Milk Producers Organisation per Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_allocated,bioaftogen,stud,100000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Biogenesis Bago 3.5M consignment: 100 000 doses to Stud Breeders Industry per Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_allocated,bioaftogen,state,1050000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,Biogenesis Bago 3.5M consignment: 1 050 000 doses to provinces plus unspecified quantity for regional border vaccination per Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_approved_import,dolvet,all,14000000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,SAHPRA Section 21 approval granted to Dunevax Biotech (Pty) Ltd for import of 14 million doses of DolVet vaccine. Announced Minister Steenhuisen 1 June 2026
2026-06-01,national,vaccine_receipt,doses_incoming,dolvet,all,4000000,doses,Press Statement by Minister John Steenhuisen on Foot and Mouth Disease vaccination and vaccine acquisition 1 June 2026.pdf,Ministry,2026-06-01,2026-06-05,1,,First consignment 4 million DolVet doses arriving June 2026 under SAHPRA Section 21 approval. Monitor RMIS for receipt confirmation
2026-05-29,national,policy,section9_publication_pending,all,all,1,event,05-29-2026_FMD ICC Update.pdf,FMD-ICC,2026-05-29,2026-06-05,1,,ICC Industry Update 29 May 2026: Section 9 expected published soon; final version includes provision for trade to continue during an outbreak
2026-06-03,FS,disease,positive_cases,all,all,604,cases,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; FS rep verbal report; 604 confirmed cases; cold weather noted as increased spread risk
2026-06-03,FS,disease,suspected_cases,all,all,412,cases,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; FS rep verbal report; 412 suspect cases
2026-06-03,FS,animals_vaccinated,animals_vaccinated,all,all,609900,animals,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; approximate; stated approximately 609900 animals vaccinated
2026-06-03,FS,vaccine_receipt,doses_received,all,all,1100000,doses,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; approximate; stated approximately 1.1 million vaccine doses received
2026-06-03,EC,disease,positive_cases,all,all,566,cases,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,corrected_to_361_EC-DRDAR_2026-06-08,3 June weekly engagement; stated 566 cases without confirmed/suspected distinction; likely positive cases only; cross-check with EC-DRDAR JOC required SUPERSEDED 2026-06-08: figure was ambiguous weekly engagement summary. EC-DRDAR JOC spreadsheet confirms 361 confirmed positive cases. 566 was incorrect.
2026-06-03,EC,animals_vaccinated,animals_vaccinated,all,all,738614,animals,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,corrected_to_833113_EC-DRDAR_2026-06-08,"3 June weekly engagement; stated 738614 vaccinations received with 73.4% utilisation; interpreted as animals vaccinated; consistent with ministerial floor above 720000 at 28 May SUPERSEDED 2026-06-08: EC-DRDAR JOC spreadsheet reports 833,113 doses administered. The 738,614 figure was a verbal-report estimate from the weekly engagement summary."
2026-06-03,EC,operations,vaccine_utilisation,all,all,73.4,pct,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; EC 73.4% vaccine utilisation; Phase 2 campaigns linked to July/August production sales
2026-06-03,WC,disease,positive_cases,all,all,22,cases,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; WC confirmed 22 cases; stable since 21 May; 71% of WC vaccinations by private vets; one new lesion case at auction isolated
2026-06-03,MP,animals_vaccinated,animals_vaccinated,all,all,344629,animals,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; commercial approximately 150000 (681 herds) plus communal 194629 (16206 herds); excludes private vet channel; lower than ministerial floor above 430000
2026-06-03,NW,operations,vaccine_utilisation,all,all,13,pct,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; only 13% of most recent NW Biogenesis allocation utilised; concerns escalated to DDG Serage; reinfection reports in Vryburg and Mareetsane
2026-06-03,LP,operations,vaccination_distribution,all,all,58,pct,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; LP distribution 58% commercial; 35% communal; 7% emerging; spoilage rate improved to approximately 0.64%
2026-06-03,LP,operations,weekly_vaccination_rate,all,all,56000,animals_per_week,Summary and Outcomes_FMD Weekly Engagement_2026.06.03.pdf,AgriSA-NAT,2026-06-03,2026-06-07,1,,3 June weekly engagement; LP weekly rate increased from approximately 14877 to 56000 per week following Biogenesis vaccine availability
2026-05-13,LP,vaccine_receipt,doses_received,dolvet,private,345,bottles,Email -SAPPO - 05 June.pdf,SAPPO,2026-06-05,2026-06-07,1,,SAPPO pig-herd Aftodoll (DolVet) allocation; bottles (doses/bottle unknown); SAPPO rep=ML; additional LP entry in 5 June update not in original 3 June email
2026-05-18,KZN,vaccine_receipt,doses_received,dolvet,private,20,bottles,Email -SAPPO - 05 June.pdf,SAPPO,2026-06-05,2026-06-07,1,,SAPPO pig-herd Aftodoll (DolVet) allocation; bottles (doses/bottle unknown); SAPPO rep=TC; additional KZN entry in 5 June update not in original 3 June email
2026-05-25,,vaccine_receipt,doses_received,dolvet,private,62,bottles,Email -SAPPO - 05 June.pdf,SAPPO,2026-06-05,2026-06-07,1,,SAPPO pig-herd Aftodoll (DolVet) allocation; bottles (doses/bottle unknown); SAPPO rep=ML; province not specified; follow up with Dr Chiappero (thandi@sappo.org)
2026-06-03,KZN,vaccine_receipt,doses_received,dolvet,private,6,bottles,Email -SAPPO - 05 June.pdf,SAPPO,2026-06-05,2026-06-07,1,,SAPPO pig-herd Aftodoll (DolVet) allocation; bottles (doses/bottle unknown); SAPPO rep=ML; additional KZN entry on same date as TC 100 in original 3 June email
2026-06-04,FS,vaccine_receipt,doses_received,dolvet,private,56,bottles,Email -SAPPO - 05 June.pdf,SAPPO,2026-06-05,2026-06-07,1,,SAPPO pig-herd Aftodoll (DolVet) allocation; bottles (doses/bottle unknown); SAPPO rep=TC; not in original 3 June email
2026-05-29,FS,vaccine_receipt,doses_received,obp_arc,all,2300,doses,FS FMD Vaccine Data - 29.05.2026.xlsx,FS-JOC,2026-05-29,2026-06-08,2,,OBP/ARC cumulative doses received. Corrects superseded row; prior value 199899 was Bioaftogen Dose 1 Total from col[22] not OBP-Received-Total at col[17].
2026-05-29,FS,vaccine_admin,animals_vaccinated_dose1,bioaftogen,all,199899,animals,FS FMD Vaccine Data - 29.05.2026.xlsx,FS-JOC,2026-05-29,2026-06-08,2,,Animals vaccinated Bioaftogen Dose 1. Corrects prior value 193164 which was DolVet Dose 1 total; 3-col offset error in xlsx parse.
2026-05-29,FS,vaccine_admin,animals_vaccinated_dose1,dolvet,all,193164,animals,FS FMD Vaccine Data - 29.05.2026.xlsx,FS-JOC,2026-05-29,2026-06-08,2,,Animals vaccinated DolVet Dose 1. Corrects prior value 2231 which was OBP Dose 1 total.
2026-05-29,FS,vaccine_admin,animals_vaccinated_dose1,obp_arc,all,2231,animals,FS FMD Vaccine Data - 29.05.2026.xlsx,FS-JOC,2026-05-29,2026-06-08,1,,Animals vaccinated OBP/ARC Dose 1. New row; missed in prior ingest due to column-mapping error.
2026-05-29,FS,vaccine_admin,animals_vaccinated_dose2,bioaftogen,all,116900,animals,FS FMD Vaccine Data - 29.05.2026.xlsx,FS-JOC,2026-05-29,2026-06-08,1,,Animals vaccinated Bioaftogen Dose 2. New row; missed in prior ingest.
2026-06-03,EC,disease,positive_cases,all,all,361,cases,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026. CONFLICT: AgriSA-NAT weekly engagement (same date) reported 566 without qualifier. EC-DRDAR 361 is lab-confirmed positive only; 566 may include suspected. EC-DRDAR treated as authoritative for confirmed cases.
2026-06-03,EC,disease,suspected_cases,all,all,237,cases,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026.
2026-06-03,EC,disease,negative_cases,all,all,14,cases,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026. Unchanged from 14 May.
2026-06-03,EC,vaccine_receipt,doses_received,bvi,all,1250,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026. Unchanged from 21 May.
2026-06-03,EC,vaccine_receipt,doses_received,obp_arc,all,2600,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026. Unchanged from 21 May.
2026-06-03,EC,vaccine_receipt,doses_received,bioaftogen,all,367000,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,"EC-DRDAR JOC 3 June 2026. Up from 300,899 at 21 May."
2026-06-03,EC,vaccine_receipt,doses_received,dolvet,all,611080,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,"EC-DRDAR JOC 3 June 2026. Up from 326,350 at 21 May."
2026-06-03,EC,vaccine_receipt,doses_received,all,all,1000660,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,"EC-DRDAR JOC 3 June 2026 stated total. NOTE: per-vaccine breakdown sums to 981,930 (BVI 1,250 + OBP 2,600 + Bio 367,000 + DV 611,080); gap of 18,730 unaccounted — possible additional vaccine type or rounding in source."
2026-06-03,EC,vaccine_admin,doses_administered,bvi,all,1250,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026. Unchanged from 21 May.
2026-06-03,EC,vaccine_admin,doses_administered,obp_arc,all,2177,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,EC-DRDAR JOC 3 June 2026. Unchanged from 14 May.
2026-06-03,EC,vaccine_admin,doses_administered,bioaftogen,all,367694,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,"EC-DRDAR JOC 3 June 2026. NOTE: 694 doses more than received (367,000) — pre-period stock draw."
2026-06-03,EC,vaccine_admin,doses_administered,dolvet,all,461992,doses,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,"EC-DRDAR JOC 3 June 2026. Up from 185,653 at 21 May."
2026-06-03,EC,animals_vaccinated,animals_vaccinated,all,all,833113,count,inbox/Eastern Cape/Reporting of cases & vaccines - 03.06.2026.xlsx,EC-DRDAR,2026-06-03,2026-06-08,1,,"EC-DRDAR JOC 3 June 2026. Derived total of all doses administered: BVI 1,250 + OBP 2,177 + Bio 367,694 + DV 461,992 = 833,113. Dose-count (double-counts animals receiving multiple vaccine types); unique-animals figure not separately provided in this submission."
2026-06-05,FS,disease,positive_cases,,all,608,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,PROVINCIAL TOTAL from formal JOC xlsx; 4 new cases vs 604 at 29 May. Source confirmed by FS-DARDEA media release 5 June 2026.
2026-06-05,FS,disease,suspected_cases,,all,412,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,PROVINCIAL TOTAL; unchanged from 29 May.
2026-06-05,FS,disease,negative_cases,,all,0,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,
2026-06-05,FS,disease,pending_cases,,all,0,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,
2026-06-05,FS,vaccine_receipt,doses_received,bioaftogen,all,370000,doses,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,Formally confirmed in 5 June JOC submission; unchanged from 29 May.
2026-06-05,FS,vaccine_receipt,doses_received,dolvet,all,466100,doses,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,Formally confirmed; DolVet 466100 (was incorrectly labelled Bioaftogen in May 8 ingest — now confirmed as DolVet).
2026-06-05,FS,vaccine_receipt,doses_received,obp_arc,all,2300,doses,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,Formally confirmed.
2026-06-05,FS,vaccine_receipt,doses_received,all,all,838400,doses,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,Formal total. NOTE: conflicts with AgriSA-NAT verbal figure of 1100000 at 3 June ICC meeting. Formal JOC submission of 838400 is authoritative.
2026-06-05,FS,animals_vaccinated,animals_vaccinated_dose1,bioaftogen,all,199899,animals,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,Bioaftogen Dose 1; Mangaung Metropolitan data; no change from 29 May.
2026-06-05,FS,animals_vaccinated,animals_vaccinated_dose2,bioaftogen,all,116900,animals,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,Bioaftogen Dose 2 (second-dose programme); Mangaung Metropolitan data.
2026-06-05,FS,animals_vaccinated,animals_vaccinated_dose1,dolvet,all,193164,animals,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,DolVet Dose 1; Mangaung Metropolitan data; no change from 29 May.
2026-06-05,FS,animals_vaccinated,animals_vaccinated_dose1,obp_arc,all,2231,animals,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,OBP Dose 1; Mangaung Metropolitan data.
2026-06-04,FS,animals_vaccinated,animals_vaccinated,all,all,707986,cattle,"WhatsApp Image 2026-06-06 (FS DARDEA media release 5 June 2026, map dated 4 June 2026)",FS-DARDEA,2026-06-08,2026-06-09,1,,707986 cattle vaccinated with Biogenesis Bago and DolVet as at 4 June 2026 per FS DARDEA media release. Higher than AgriSA-NAT verbal 609900 at 3 June — reflects continued rollout. Component breakdown (dose-level) sums to lower figure (512194) reflecting only Mangaung district in xlsx; 707986 covers full province.
2026-06-05,FS,disease,positive_cases_district,all,all,6,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,District: Mangaung Metropolitan. Breakdown: Bloemfontein SV: 4; Thaba Nchu SV: 2
2026-06-05,KZN,animals_vaccinated,dairy_cows_vaccinated,all,total,360200,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,EC,animals_vaccinated,dairy_cows_vaccinated,all,total,307266,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,FS,animals_vaccinated,dairy_cows_vaccinated,all,total,15104,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,LP,animals_vaccinated,dairy_cows_vaccinated,all,total,5475,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,GP,animals_vaccinated,dairy_cows_vaccinated,all,total,14832,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,MP,animals_vaccinated,dairy_cows_vaccinated,all,total,9863,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,NW,animals_vaccinated,dairy_cows_vaccinated,all,total,6342,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,WC,animals_vaccinated,dairy_cows_vaccinated,all,total,185868,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,NC,animals_vaccinated,dairy_cows_vaccinated,all,total,0,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 snapshot 5 June 2026.
2026-06-05,national,animals_vaccinated,dairy_cows_vaccinated,all,total,904950,dairy cattle,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33 national total.
2026-06-05,national,operations,dairy_farms_active_fmd_prov,n/a,n/a,124,farms,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,Active dairy farms with FMD cases (currently showing clinical signs). 171 total dairy farms reported cases.
2026-06-05,national,operations,dairy_farms_fmd_total,n/a,n/a,171,farms,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,Total dairy farms that have reported FMD cases (active + resolved) as at 5 June 2026.
2026-06-05,KZN,operations,booster_programme_started,all,all,1,flag,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33: KZN FMD booster vaccinations started Monday 8 June 2026. 6 dairy reinfection cases after vaccination reported.
2026-06-05,EC,disease,reinfection_after_vaccination,all,all,4,dairy farms,Week 33 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-08,2026-06-09,1,,MPO Week 33: 4 dairy FMD reinfection cases after vaccination reported in Eastern Cape. First round of dairy vaccination completed.
2026-06-05,FS,disease,positive_cases_district,all,all,339,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,District: Fezile Dabi. Breakdown: Mafube: 74; Metsimaholo: 61; Moqhaka: 111; Ngwathe: 93
2026-06-05,FS,disease,positive_cases_district,all,all,65,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,District: Lejweleputswa. Breakdown: Matjhabeng: 43; Tokologo: 10; Tswelopele: 12
2026-06-05,FS,disease,positive_cases_district,all,all,183,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,District: Thabo Mofutsanyana. Breakdown: Dihlabeng: 67; Maluti-A-Phofung: 29; Mantsopa: 46; Phumelela: 41
2026-06-05,FS,disease,positive_cases_district,all,all,15,count,FS FMD Vaccine Data - 05.06.2026.xlsx (in FMD STATS 08 june.zip),FS-JOC,2026-06-08,2026-06-09,1,,District: Xhariep. Breakdown: Kopanong: 8; Mohokare: 7
2026-06-04,LP,vaccine_receipt,doses_received,all,private,23000,doses,inbox/Limpopo/FMD PCM MEETINGPACK 20260611.pdf (minutes of 4 June 2026 meeting),RPO,2026-06-11,2026-06-10,1,,"RPO national allocation 500,000 doses; LP share approx 23,000 doses. Confirmed at 4 June LP PCM meeting. To be administered via private vets in Blouberg. Facilitated by Buffalo Analytics. NOT a programme-source figure."
2026-06-01,NW,disease,positive_cases,all,all,361,cases,01 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-01,2026-06-10,1,,"Cumulative confirmed: DKK 86, Bojanala 77, DRSM 120, NMM 78"
2026-06-01,NW,disease,new_cases_week,all,all,21,cases,01 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-01,2026-06-10,1,,New confirmed cases week 18-22 May 2026
2026-06-01,NW,animals_vaccinated,animals_vaccinated,all,all,527337,animals,01 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-01,2026-06-10,1,,1203 areas vaccinated; target 1.1M by end August 2026
2026-06-01,NW,vaccine_admin,doses_administered,all,all,524839,doses,01 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-01,2026-06-10,1,,"Total vaccine usage all batches; breakdown: Bio1185 99678, Aftodoll15 47712, AftodollEmerg 24171, Bio1186 59935, Aftodoll03Gov 152858, Aftodoll03Feed 27311, Aftodoll05 43539"
2026-06-01,NW,vaccine_receipt,doses_received,all,state,895120,doses,01 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-01,2026-06-10,1,,Total provincial allocation (state + feedlot). Balance 370281
2026-06-01,NW,vaccine_admin,doses_administered,bioaftogen_biv1,state,99678,doses,01 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-01,2026-06-10,1,,Bioaftogen 1185; allocated 100000
